Model,Scenario,Region,Variable,unit,subannual,2050
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-24 22:00+1,130.4325417
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-24 23:00+1,96.68342532
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 00:00+1,199.2116185
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 01:00+1,99.92684886
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 02:00+1,108.9026328
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 03:00+1,64.36350372
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 04:00+1,132.9656564
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 05:00+1,81.63524472
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 06:00+1,18.70062297
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 07:00+1,148.752937
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 08:00+1,163.2229976
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 09:00+1,57.66923478
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 10:00+1,64.41114264
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 11:00+1,33.86678978
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 12:00+1,185.5999972
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 13:00+1,0.06741557
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 14:00+1,183.0874537
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 15:00+1,126.2037623
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 16:00+1,138.4308327
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 17:00+1,59.67276732
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 18:00+1,133.6431
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 19:00+1,108.4816757
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 20:00+1,126.3659058
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 21:00+1,184.1751865
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 22:00+1,169.2799558
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-25 23:00+1,98.89730724
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 00:00+1,39.79334975
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 01:00+1,193.5685425
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 02:00+1,95.81791381
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 03:00+1,102.937539
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 04:00+1,125.1185705
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 05:00+1,103.7388693
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 06:00+1,184.2292933
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 07:00+1,176.5619085
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 08:00+1,15.0851214
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 09:00+1,128.1126453
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 10:00+1,106.8095628
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 11:00+1,177.6934135
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 12:00+1,78.94528816
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 13:00+1,9.200967477
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 14:00+1,86.12457285
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 15:00+1,107.1731025
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 16:00+1,117.1564973
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 17:00+1,30.44172124
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 18:00+1,167.5359521
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 19:00+1,85.13722547
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 20:00+1,64.57619224
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 21:00+1,104.6392728
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 22:00+1,44.99797498
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-26 23:00+1,119.029717
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 00:00+1,188.5804597
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 01:00+1,6.50387004
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 02:00+1,65.93425073
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 03:00+1,40.99022483
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 04:00+1,20.39822475
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 05:00+1,113.3848469
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 06:00+1,52.52900602
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 07:00+1,113.1189901
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 08:00+1,115.3246837
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 09:00+1,153.2124908
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 10:00+1,179.8167789
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 11:00+1,1.635543708
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 12:00+1,197.8101838
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 13:00+1,143.289251
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 14:00+1,12.1971847
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 15:00+1,110.9134405
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 16:00+1,53.91371516
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 17:00+1,166.9013558
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 18:00+1,51.63299993
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 19:00+1,159.5561007
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 20:00+1,143.6554874
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 21:00+1,118.2616932
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 22:00+1,34.82145504
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-27 23:00+1,149.3330672
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 00:00+1,96.68165631
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 01:00+1,105.2055282
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 02:00+1,93.80940674
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 03:00+1,43.83217045
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 04:00+1,52.85241653
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 05:00+1,76.84984174
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 06:00+1,62.64686861
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 07:00+1,121.2536698
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 08:00+1,62.1135153
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 09:00+1,8.602580989
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 10:00+1,27.43842078
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 11:00+1,163.2704844
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 12:00+1,31.55074266
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 13:00+1,26.54256795
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 14:00+1,10.5582842
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 15:00+1,145.4878108
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 16:00+1,156.0702785
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 17:00+1,97.40555462
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 18:00+1,127.9071906
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 19:00+1,172.2584954
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 20:00+1,138.231176
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 21:00+1,31.67456759
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 22:00+1,129.6063372
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-28 23:00+1,31.78219448
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 00:00+1,95.86751732
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 01:00+1,119.4630287
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 02:00+1,162.7964
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 03:00+1,134.5189972
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 04:00+1,22.08629393
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 05:00+1,68.48570126
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 06:00+1,192.9496731
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 07:00+1,118.3381193
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 08:00+1,69.16852798
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 09:00+1,86.9397532
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 10:00+1,187.2046571
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 11:00+1,179.1783934
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 12:00+1,130.6733015
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 13:00+1,138.6707837
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 14:00+1,102.0688063
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 15:00+1,96.82077133
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 16:00+1,155.3780149
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 17:00+1,154.7411201
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 18:00+1,188.8106914
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 19:00+1,85.60480876
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 20:00+1,76.58141859
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 21:00+1,50.08599146
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 22:00+1,60.90851405
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-29 23:00+1,126.0012815
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 00:00+1,176.6946711
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 01:00+1,115.0656114
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 02:00+1,25.63412139
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 03:00+1,29.61330918
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 04:00+1,98.48895521
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 05:00+1,23.69089296
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 06:00+1,196.4071339
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 07:00+1,120.6988642
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 08:00+1,131.1292116
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 09:00+1,41.12868129
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 10:00+1,33.35644882
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 11:00+1,52.78990174
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 12:00+1,115.4804284
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 13:00+1,5.387169305
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 14:00+1,63.63409381
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 15:00+1,2.386202747
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 16:00+1,139.0000146
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 17:00+1,150.4043344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 18:00+1,20.06999449
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 19:00+1,135.8490131
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 20:00+1,159.0377756
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 21:00+1,133.208342
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 22:00+1,33.70360299
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-30 23:00+1,35.18949394
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 00:00+1,113.3336234
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 01:00+1,156.1855108
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 02:00+1,150.724539
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 03:00+1,177.5191217
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 04:00+1,133.2782395
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 05:00+1,46.00875813
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 06:00+1,47.94278103
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 07:00+1,128.2199267
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 08:00+1,45.39799207
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 09:00+1,135.63247
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 10:00+1,80.34023731
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 11:00+1,191.6316163
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 12:00+1,85.7133236
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 13:00+1,59.34697417
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 14:00+1,34.62121983
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 15:00+1,101.6237553
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 16:00+1,39.97156337
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 17:00+1,96.51533622
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 18:00+1,78.21594779
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 19:00+1,123.2996332
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 20:00+1,19.17236693
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 21:00+1,34.06025041
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 22:00+1,154.0154748
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,01-31 23:00+1,56.7536707
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 00:00+1,67.56510126
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 01:00+1,6.488721065
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 02:00+1,133.0204262
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 03:00+1,101.5266756
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 04:00+1,178.3246055
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 05:00+1,151.8999364
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 06:00+1,191.6330211
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 07:00+1,47.24034153
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 08:00+1,164.3019871
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 09:00+1,118.2095991
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 10:00+1,173.6489435
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 11:00+1,136.8636452
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 12:00+1,61.29814174
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 13:00+1,129.493226
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 14:00+1,25.47570099
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 15:00+1,25.86324295
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 16:00+1,170.1627483
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 17:00+1,199.9039269
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 18:00+1,165.321835
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 19:00+1,130.0895114
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 20:00+1,85.15502344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 21:00+1,152.7343278
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 22:00+1,80.56606126
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-01 23:00+1,66.65932661
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 00:00+1,137.0022819
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 01:00+1,94.11933625
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 02:00+1,26.6737116
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 03:00+1,167.2481631
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 04:00+1,25.35938368
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 05:00+1,66.24059468
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 06:00+1,112.8397421
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 07:00+1,41.06779695
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 08:00+1,193.023065
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 09:00+1,156.0654118
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 10:00+1,130.1303931
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 11:00+1,110.9774947
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 12:00+1,133.9215483
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 13:00+1,101.5933493
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 14:00+1,190.1506844
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 15:00+1,9.840461344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 16:00+1,14.31903539
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 17:00+1,57.91994307
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 18:00+1,146.9682054
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 19:00+1,44.5032523
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 20:00+1,37.57880474
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 21:00+1,170.7610202
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 22:00+1,154.6792031
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-02 23:00+1,118.8857797
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 00:00+1,177.656886
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 01:00+1,2.669036786
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 02:00+1,115.3171431
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 03:00+1,111.7965623
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 04:00+1,37.72270706
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 05:00+1,163.8820794
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 06:00+1,31.77329989
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 07:00+1,163.4433312
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 08:00+1,178.2932453
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 09:00+1,41.38689889
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 10:00+1,7.242641186
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 11:00+1,162.6483612
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 12:00+1,71.54776716
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 13:00+1,51.00139587
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,02-03 14:00+1,15.05136777
