Model,Scenario,Region,Variable,Unit,2050
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Lignite,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum On Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Lignite,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Minimum Off Duration|Electricity|Lignite,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Lignite,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Portugal,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Slovakia,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Biomass|Traditional,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Biomass|New and imported,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Coal,hour,6
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Gas|CCGT,hour,24
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Nuclear,hour,168
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom,Minimum Off Duration|Electricity|Gas|OCGT,hour,3
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Lignite,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Nuclear,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,4.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Rate Frequency Containment Reserve|Electricity|Nuclear,%,5.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,4.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Rate Frequency Containment Reserve|Electricity|Lignite,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Rate Frequency Containment Reserve|Electricity|Nuclear,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Rate Frequency Containment Reserve|Electricity|Coal,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Rate Frequency Containment Reserve|Electricity|Gas|OCGT,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Rate Frequency Containment Reserve|Electricity|Biomass|Traditional,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Rate Frequency Containment Reserve|Electricity|Biomass|New and imported,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Rate Frequency Containment Reserve|Electricity|Coal,%,0.1
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Rate Frequency Containment Reserve|Electricity|Gas|CCGT,%,0.1
