HOUR;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
1308;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.61;0.27712103;0.55264336;0.25716491;0.59;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1309;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.59;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1310;0.44524088;0.30547476;0.26572324;0.34;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.59;0.27712103;0.55264336;0.25716491;0.58;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1311;0.44524088;0.30547476;0.26572324;0.34;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1312;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1313;0.44524088;0.30547476;0.26572324;0.32;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1314;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.58;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1315;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1316;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.62;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1317;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1318;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1319;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.62;0.27712103;0.55264336;0.25716491;0.6;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1320;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1321;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.54;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1322;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.53;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1323;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1324;0.44524088;0.30547476;0.26572324;0.33;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1325;0.44524088;0.30547476;0.26572324;0.34;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.56;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1326;0.44524088;0.30547476;0.26572324;0.34;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.54;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1327;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1328;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.63;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1329;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.7;0.27712103;0.55264336;0.25716491;0.68;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1330;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.72;0.27712103;0.55264336;0.25716491;0.7;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1331;0.44524088;0.30547476;0.26572324;0.43;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.71;0.27712103;0.55264336;0.25716491;0.69;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1332;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.69;0.27712103;0.55264336;0.25716491;0.68;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1333;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1334;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1335;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1336;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1337;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1338;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1339;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1340;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.66;0.27712103;0.55264336;0.25716491;0.68;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1341;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1342;0.44524088;0.30547476;0.26572324;0.39;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.66;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1343;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1344;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.6;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1345;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.57;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1346;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.55;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1347;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.54;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1348;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.54;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1349;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.55;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1350;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.56;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1351;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.59;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1352;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.65;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1353;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.72;0.27712103;0.55264336;0.25716491;0.7;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1354;0.44524088;0.30547476;0.26572324;0.43;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.74;0.27712103;0.55264336;0.25716491;0.71;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1355;0.44524088;0.30547476;0.26572324;0.44;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.72;0.27712103;0.55264336;0.25716491;0.7;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1356;0.44524088;0.30547476;0.26572324;0.44;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.71;0.27712103;0.55264336;0.25716491;0.69;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1357;0.44524088;0.30547476;0.26572324;0.43;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.68;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1358;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1359;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.66;0.27712103;0.55264336;0.25716491;0.65;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1360;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1361;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1362;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.63;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1363;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.66;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1364;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.68;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1365;0.44524088;0.30547476;0.26572324;0.4;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.68;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1366;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.65;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1367;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1368;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.59;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1369;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.55;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1370;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.53;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1371;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1372;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.51;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1373;0.44524088;0.30547476;0.26572324;0.35;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.57;0.27712103;0.55264336;0.25716491;0.52;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1374;0.44524088;0.30547476;0.26572324;0.36;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.58;0.27712103;0.55264336;0.25716491;0.53;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1375;0.44524088;0.30547476;0.26572324;0.37;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.6;0.27712103;0.55264336;0.25716491;0.56;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1376;0.44524088;0.30547476;0.26572324;0.38;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.62;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1377;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.7;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1378;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.71;0.27712103;0.55264336;0.25716491;0.67;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1379;0.44524088;0.30547476;0.26572324;0.43;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.7;0.27712103;0.55264336;0.25716491;0.66;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1380;0.44524088;0.30547476;0.26572324;0.43;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.68;0.27712103;0.55264336;0.25716491;0.65;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1381;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.67;0.27712103;0.55264336;0.25716491;0.64;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1382;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.65;0.27712103;0.55264336;0.25716491;0.63;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1383;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.61;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1384;0.44524088;0.30547476;0.26572324;0.42;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.64;0.27712103;0.55264336;0.25716491;0.61;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
1385;0.44524088;0.30547476;0.26572324;0.41;0.42518525;0.51231137;0.51231137;0.39453852;0.71270104;0.51497887;0.85951174;0.5796889;0.75301205;0.51580424;0.28004024;0.23538961;0.30547476;0.63;0.27712103;0.55264336;0.25716491;0.6;0.35792227;0.33136665;0.26066295;0.22880059;0.22880059;0.18699609;0.511603772;0.85951174
